introgression_tract,Sdro,Sfra,Spal,Hpul,Overlapping Gene,Gene Name,Gene Length,Overlapping Bases,Percent Introgressed,Gene Coordinates,ECB Gene ID,Gene Synonyms,Curation Status,Gene Info,Echinobase GO,Echinobase KO,Tu GO
NW-022145611.1:818776-818805,18.0,34.41,8.97,43.9,LOC592519,thyroid adenoma-associated protein homolog,57035,29,0.050845971771719116,NW_022145611.1:779285-836320,ECB-GENEPAGE-23145701,Sp-Thada|SPU_018549|thyroid adenoma associated|death receptor interacting/3p fusion protein|LOC110988912,partially curated,n/a,n/a,n/a,n/a
NW-022145603.1:2368158-2371164,17.42,22.77,8.15,24.92,LOC574986,liprin-beta-1,95354,3006,3.1524634519789414,NW_022145603.1:2361003-2456357,ECB-GENEPAGE-23092259,PTPRF interacting protein|Sp-Ppfibp1|hypothetical protein-546|Sp-Hypp_546| liprin beta 1|SPU_008381|SPU_008345|binding protein 1 (liprin beta 1)|LOC110975062,partially curated,n/a,n/a,n/a,n/a
NW-022145613.1:23621928-23621967,26.92,27.92,13.64,48.36,LOC581334,FK506-binding protein 2,7068,39,0.5517826825127334,NW_022145613.1:23620188-23627256,ECB-GENEPAGE-23177395,SPU_019756|LOC110987651,partially curated,n/a,n/a,KEGG:spu:581334,n/a
NW-022145609.1:35756680-35759681,31.29,39.39,12.13,22.63,LOC593455,pancreatic triacylglycerol lipase,13480,1037,7.692878338278931,NW_022145609.1:35744237-35757717,ECB-GENEPAGE-23137557,SPU_021740|SPU_014110,partially curated,n/a,n/a,n/a,n/a
NW-022145605.1:16911200-16914197,15.21,24.48,9.33,15.93,LOC100891016,"PARN like, ribonuclease domain containing 1",15971,2997,18.765262037442866,NW_022145605.1:16908290-16924261,ECB-GENEPAGE-23108545,pre-piRNA 3'-exonuclease trimmer|LOC100891016|poly-(A)-specific ribonuclease (PARN)-like domain containing 1 |Sp-Pnlcd1|SPU_024268|LOC110987039,curated,n/a,"GO:0003676,GO:0016020",n/a,n/a
NW-022145606.1:7163514-7163521,52.57,57.71,18.29,65.43,LOC755085,E3 ubiquitin-protein ligase LNX,42167,7,0.016600659283325825,NW_022145606.1:7133506-7175673,ECB-GENEPAGE-23115128,ligand of numb-protein X 2-1|Sp-Lnx2|SPU_011205|ligand of numb-protein X 2|SPU_024146|Sp-Lnx2_1|SPU_016040|LOC110981192,partially curated,n/a,n/a,n/a,n/a
NW-022145605.1:35906811-35906862,49.88,63.61,24.06,57.53,LOC763319,"A-kinase anchor protein 1, mitochondrial",45834,51,0.11127110878387224,NW_022145605.1:35900528-35946362,ECB-GENEPAGE-23112947,Sp-Akap1|SPU_002839|A-kinase anchor protein 1 isoform 1 precursor|LOC110982240,partially curated,n/a,n/a,KEGG:spu:763319,n/a
NW-022145596.1:3012144-3012146,46.0,59.5,14.0,74.5,LOC577626,sodium- and chloride-dependent glycine transporter 1,38392,2,0.005209418628881017,NW_022145596.1:2979570-3017962,ECB-GENEPAGE-23043302,SPU_003832|Sp-Glyt|SPU_014541|glycine transporter|LOC110973214,partially curated,n/a,n/a,n/a,n/a
NW-022145599.1:475010-477988,19.6,27.66,11.71,35.7,LOC579067,solute carrier family 25 member 19,5303,2978,56.15689232509901,NW_022145599.1:473050-478353,ECB-GENEPAGE-23063931,"LOC579067|Sp-Slc25a19|Sp-Slc25a19_1| solute carrier family 25 mitochondrial deoxynucleotide carrier member 19 | Mitochondrial deoxynucleotide carrier Solute carrier family 25, member 19 | Mitochondrial uncoupling protein |SPU_025469|SPU_025470|mitochondrial thiamine pyrophosphate carrier|LOC110989667",curated,n/a,n/a,n/a,"Metabolism,Metabolism_Energy,Metabolism_Energy"
NW-022145612.1:40350344-40350352,30.62,36.0,21.0,40.0,LOC575381,mutS homolog 4,27529,8,0.029060263721893277,NW_022145612.1:40328048-40355577,ECB-GENEPAGE-23166293,LOC575381|Sp-Muts4|SPU_025763|mutS protein homolog 4|LOC110974334,curated,n/a,n/a,n/a,"Oogenesis,Oogenesis,Oogenesis"
NW-022145594.1:27410278-27410401,95.52,92.53,13.33,37.24,LOC589340,deleted in malignant brain tumors 1 protein,22103,123,0.5564855449486495,NW_022145594.1:27391133-27413236,ECB-GENEPAGE-23031140,SPU_022147|Sp-Srcr178|SPU_013650|Sp-Srcr109|Sp-Srcr179|SPU_022148|Sp-Srcr41|SPU_005154|SPU_028514|Sp-Srcr180|SPU_022149|SPU_027293,partially curated,n/a,n/a,n/a,"Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger|Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger|Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger|Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger|Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger"
NW-022145598.1:13564988-13567955,20.99,20.49,7.55,13.38,LOC593594,annexin A4,15950,2967,18.601880877742946,NW_022145598.1:13552315-13568265,ECB-GENEPAGE-23059463,Sp-Anxn_1|SPU_011107|Sp-Anxn|SPU_011106|annexin A,partially curated,n/a,n/a,n/a,"CalciumToolkit,CalciumToolkit,CalciumToolkit|CalciumToolkit,CalciumToolkit,CalciumToolkit"
NW-022145600.1:5914267-5917225,17.73,27.36,8.76,17.34,LOC754905,F-box protein 36,5040,2958,58.69047619047619,NW_022145600.1:5912323-5917363,ECB-GENEPAGE-23073366,SPU_021825|LOC754905|F-box only protein 36-like|LOC110981657,curated,n/a,n/a,KEGG:spu:754905,n/a
NW-022145612.1:37138260-37139593,29.37,29.97,14.68,36.91,LOC583525,DnaJ heat shock protein family (Hsp40) member C2,21580,1333,6.177015755329009,NW_022145612.1:37123854-37145434,ECB-GENEPAGE-23165652,"LOC583525|Sp-Dnajc2| DnaJ (Hsp40) homolog, subfamily C, member 2|SPU_021549|SPU_011848|dnaJ homolog subfamily C member 2|LOC110986921",curated,n/a,n/a,n/a,"Signaling,Signaling_TGFB,Signaling_TGFB_SmadInteract"
NW-022145603.1:14964490-14967442,28.62,39.99,12.84,28.4,LOC754002,uncharacterized LOC754002,14030,2952,21.04062722736992,NW_022145603.1:14964171-14978201,ECB-GENEPAGE-23094300,Sp-Hypp_1782|SPU_008367|hypothetical protein-1782|LOC110978040,partially curated,n/a,n/a,n/a,n/a
NW-022145612.1:14798693-14801641,10.43,30.29,7.49,23.02,LOC583995,microtubule-associated protein 4,54450,2948,5.414141414141414,NW_022145612.1:14790492-14844942,ECB-GENEPAGE-23160159,Sp-Taui1ph2|SPU_000651|Sp-Taui1ph1|SPU_013254,partially curated,n/a,n/a,n/a,"Cytoskeleton,Cytoskeleton_MicrotubuleAssociated,Cytoskeleton_MicrotubuleAssociated"
NW-022145598.1:34666898-34669840,15.31,24.51,11.45,15.67,LOC580183,von Willebrand factor A domain containing 8,45733,2942,6.4329914941071005,NW_022145598.1:34665919-34711652,ECB-GENEPAGE-23063283,LOC580183|Sp-Vwa8_1|Sp-Kiaa0564pL_1|Sp-Vwa8_2|Sp-Kiaa0564L|von Willebrand factor A domain containing 8|Sp-Vwa8|KIAA0564 protein-like|SPU_009103|SPU_027684|SPU_018488|SPU_008264|SPU_007993|von Willebrand factor A domain-containing protein 8|LOC110977843,curated,n/a,n/a,n/a,n/a
NW-022145611.1:1670925-1670933,70.12,95.38,28.5,83.5,LOC764083,uncharacterized LOC764083,23714,8,0.03373534620899047,NW_022145611.1:1647344-1671058,ECB-GENEPAGE-23145767,Sp-Srcr202|SPU_024084|Sp-Hypp_1663|SPU_006415|hypothetical protein-1663|coagulation factor VIII-like,partially curated,n/a,n/a,n/a,"Immunity,Immunity_ReceptorScavenger,Immunity_ReceptorScavenger"
NW-022145613.1:1693232-1696133,11.9,19.14,5.1,16.19,LOC574972,probable ATP-dependent RNA helicase DHX58,14033,238,1.6960022803392003,NW_022145613.1:1695895-1709928,ECB-GENEPAGE-23172070,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145605.1:4107781-4108161,14.97,34.67,9.28,28.96,LOC575953,DNA excision repair protein ERCC-6-like,40884,380,0.9294589570492124,NW_022145605.1:4077308-4118192,ECB-GENEPAGE-23105376,Sp-Hypp_225|SPU_025117|hypothetical protein-225|Sp-Hypp_352|SPU_002330|hypothetical protein-352|LOC110976987,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:39774492-39774502,83.7,68.9,18.6,83.4,LOC580276,PIF1 5'-to-3' DNA helicase,16969,10,0.05893099180859214,NW_022145609.1:39766690-39783659,ECB-GENEPAGE-23138325,Sp-Pif1|SPU_009070|PIF1 5'-to-3' DNA helicase|LOC580276|ATP-dependent DNA helicase PIF1|LOC110977734,curated,n/a,n/a,n/a,n/a
NW-022145604.1:4599605-4602479,8.73,18.27,6.81,10.9,LOC100892458,carbonyl reductase [NADPH] 1,10939,1608,14.69969832708657,NW_022145604.1:4600871-4611810,ECB-GENEPAGE-23098817,Carbonyl reductase 1 | NADPH-dependent carbonyl reductase 1 |Sp-Cbr1_6|SPU_023634,partially curated,n/a,n/a,n/a,n/a
NW-022145597.1:5685257-5685271,28.86,48.29,13.43,74.14,LOC100893394,uncharacterized LOC100893394,48314,14,0.028977108084613158,NW_022145597.1:5639936-5688250,ECB-GENEPAGE-23050735, helicase-like transcription factor-like |Sp-HltfL2_2|Sp-HltfL2_1|Sp-Swi/Snf|Sp-Hypp_1513|Smarca3-like|Sp-HltfL2|SPU_004316|SPU_006511|SPU_028333|SPU_004317|Sp-HltfL,partially curated,n/a,n/a,n/a,n/a
NW-022145606.1:12458739-12461587,16.46,20.19,21.35,11.49,LOC115927226,uncharacterized LOC115927226,4767,2316,48.58401510383889,NW_022145606.1:12456288-12461055,ECB-GENEPAGE-23115950,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145606.1:17845244-17845261,42.53,38.47,15.12,29.35,LOC100891169,cornifelin homolog,11984,17,0.14185580774365822,NW_022145606.1:17833923-17845907,ECB-GENEPAGE-23117052,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145611.1:9015319-9018132,28.13,37.07,8.57,46.44,LOC764952,"dynein heavy chain 6, axonemal",78635,2813,3.57728746741273,NW_022145611.1:8948184-9026819,ECB-GENEPAGE-23147457,Sp-Unk_97|SPU_002750|Sp-Dnah14|SPU_001699|dynein|axonemal|heavy chain 14|SPU_013223|Sp-Unk_99|SPU_008188|Sp-Axndhch|SPU_030233|DNAH14|DHC5B|axonemal dynein|SPU_001074|SPU_010415|Sp-Unk_100|SPU_012139|SPU_019520|Sp-Unk_98|SPU_028434|LOC110979333,partially curated,n/a,n/a,n/a,"Cytoskeleton,Cytoskeleton_Dynein,Cytoskeleton_Dynein"
NW-022145600.1:32008903-32011710,48.66,32.86,16.0,14.28,LOC105436557,uncharacterized LOC105436557,3773,232,6.148953087728598,NW_022145600.1:32011478-32015251,ECB-GENEPAGE-23078369,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145611.1:4315318-4315708,44.23,51.25,18.58,48.61,LOC576693,"fatty acid-binding protein 2, liver-like",5551,390,7.02576112412178,NW_022145611.1:4315204-4320755,ECB-GENEPAGE-23146378,"hypothetical protein-2100|Sp-Hypp2100| fatty acid binding protein 1, liver-like|SPU_013740|Sp-Hypp_2100",partially curated,n/a,GO:0008289,n/a,n/a
NW-022145600.1:9540626-9543417,19.19,20.4,6.95,15.69,LOC576178,RNF103-CHMP3 readthrough,10825,2791,25.782909930715935,NW_022145600.1:9532845-9543670,ECB-GENEPAGE-23074054,LOC576178|Sp-Snf7/cytda|SPU_003296|Sp-SNF7/cyctidine_deaminase|chmp3|charged multivesicular body protein 3|LOC110973814,curated,n/a,GO:0007034,n/a,n/a
NW-022145612.1:30253022-30255811,22.4,28.92,7.33,33.96,LOC100890563,uncharacterized LOC100890563,4624,252,5.449826989619377,NW_022145612.1:30248650-30253274,ECB-GENEPAGE-23164301,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145605.1:21364230-21367013,39.28,37.6,12.34,44.3,LOC752562,protein rolling stone,16322,2783,17.05060654331577,NW_022145605.1:21350995-21367317,ECB-GENEPAGE-23109600,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:16578804-16579539,50.81,61.55,24.33,55.05,LOC577731,sodium- and chloride-dependent glycine transporter 1,29325,735,2.506393861892583,NW_022145609.1:16561243-16590568,ECB-GENEPAGE-23133883,Sp-Glyt_3|SPU_009356|glycine transporter|LOC110984355,partially curated,n/a,"GO:0015293,GO:0016020",n/a,n/a
NW-022145603.1:12727282-12730054,25.16,44.15,9.7,29.73,LOC579483,ecdysone-induced protein 78C-like,34223,2772,8.099815913274698,NW_022145603.1:12714802-12749025,ECB-GENEPAGE-23093910,Sp-E78a_1|NR1E1| ecdysone-induced protein 78C-like |Sp-E78a_2|NR1E1-like|Sp-E78a|LOC579483|SPU_002892|SPU_003547|SPU_003548|LOC110977984,partially curated,n/a,n/a,n/a,"TF,TF_NR,TF_NR|TF,TF_NR,TF_NR"
NW-022145607.1:36728281-36728290,39.78,54.78,54.89,48.44,LOC583736,organic cation transporter protein,15943,9,0.056451107068933075,NW_022145607.1:36716882-36732825,ECB-GENEPAGE-23129218,polyphosphate kinase 2 family-like |Sp-Ppk2L|hypothetical protein-2898|Sp-Hypp_2898|Sp-Slc22a3_4|Solute carrier family 22 member 3|SPU_027643|SPU_012663|SPU_028795|SPU_027301|SPU_023513,partially curated,n/a,n/a,n/a,"Defensome,Defensome_TransporterIon,Defensome_TransporterIon"
NW-022145605.1:36564937-36567706,24.96,60.92,17.04,42.66,LOC585757,vacuole membrane protein 1,21701,2769,12.759780655269342,NW_022145605.1:36551950-36573651,ECB-GENEPAGE-23113059,LOC585757|Sp-Tmem49|SPU_023507|transmembrane protein 49|SPU_021371|LOC110982310,curated,n/a,n/a,n/a,n/a
NW-022145612.1:15069007-15071772,18.08,30.23,9.76,50.49,LOC575234,vacuolar protein sorting-associated protein 13C,86871,2630,3.0274775241449965,NW_022145612.1:15069142-15156013,ECB-GENEPAGE-23160279,"vacuolar protein sorting 13A, isoform CRA_c |Sp-Vps13a|vacuolar protein sorting 13C|Sp-Vps13c|SPU_019032|SPU_001235|LOC110977350",partially curated,n/a,n/a,n/a,n/a
NW-022145606.1:31246706-31249445,10.68,9.41,5.5,11.44,LOC115927392,epidermal growth factor receptor kinase substrate 8-like,77881,2739,3.5169039945557965,NW_022145606.1:31215199-31293080,ECB-GENEPAGE-23119103,Sp-Eps8|SPU_009856|epidermal growth factor receptor pathway substrate 8,partially curated,n/a,n/a,n/a,n/a
NW-022145605.1:12484811-12487541,16.7,30.62,7.05,15.92,LOC105444398,probable thiopurine S-methyltransferase,21023,1307,6.217000428102555,NW_022145605.1:12465095-12486118,ECB-GENEPAGE-23107337,SPU_027658,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:11008448-11008512,64.2,62.16,22.77,54.72,LOC105443176,synaptonemal complex central element protein 2-like,3603,64,1.7762975298362478,NW_022145609.1:11006798-11010401,ECB-GENEPAGE-23132712,SPU_009376,partially curated,n/a,n/a,n/a,n/a
NW-022145603.1:26860032-26862759,17.33,30.77,9.54,36.91,LOC579912,"serine--tRNA ligase, mitochondrial",10791,2727,25.27105921601334,NW_022145603.1:26856225-26867016,ECB-GENEPAGE-23096575,"Sp-Sars2-2| seryl-tRNA synthetase 2, mitochondriaL_2|SPU_005711|LOC110978429",partially curated,n/a,n/a,n/a,n/a
NW-022145607.1:26378547-26381271,9.52,17.32,5.64,8.48,LOC105446824,uncharacterized LOC105446824,7648,2724,35.61715481171548,NW_022145607.1:26375521-26383169,ECB-GENEPAGE-23127082,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145602.1:7939655-7942372,33.61,25.1,7.35,5.82,LOC576354,snaclec echicetin subunit beta,13521,2717,20.094667554174986,NW_022145602.1:7930707-7944228,ECB-GENEPAGE-23088583,Sp-Clect_14|SPU_005991,partially curated,n/a,n/a,KEGG:spu:576354,"Biomineralization,Biomineralization_SpiculeMatrix,Biomineralization_SpiculeMatrix"
NW-022145610.1:5713237-5715954,32.69,39.61,11.29,45.18,LOC574665,missing,34153,2717,7.955377272860363,NW_022145610.1:5709441-5743594,ECB-GENEPAGE-23088583,Sp-Clect_14|SPU_005991,partially curated,n/a,n/a,KEGG:spu:576354,"Biomineralization,Biomineralization_SpiculeMatrix,Biomineralization_SpiculeMatrix"
NW-022145597.1:21348498-21351208,23.15,41.37,13.74,34.86,LOC576544,epithelial cell transforming 2,21736,2710,12.467795362532206,NW_022145597.1:21330924-21352660,ECB-GENEPAGE-23053877,"Sp-Ect2_1|SPU_010861|Epithelial cell transforming sequence 2 oncogene|Sp-Zbed1_5|SPU_024400|zinc finger|BED-type containing 1-5; KIAA0785 protein-like|Sp-Ect2|SPU_014908|zinc finger, BED-type containing 1-5|KIAA0785 protein-like|LOC576544|protein ECT2|LOC110983228",curated,n/a,"GO:0005085,GO:0005096,GO:0005634,GO:0005737,GO:0035556,GO:0043547,GO:2000431",n/a,"GTPase,GTPase_RhoRegulator,GTPase_RhoRegulator_RhoGEFDH|GTPase,GTPase_RhoRegulator,GTPase_RhoRegulator_RhoGEFDH"
NW-022145594.1:10103489-10103797,41.36,44.84,14.27,43.04,LOC583692,solute carrier organic anion transporter family member 2A1,24066,308,1.2798138452588714,NW_022145594.1:10097963-10122029,ECB-GENEPAGE-23028686,Prostaglandin transporter|Solute carrier family 21 member 2|Sp-Slco2a1|Solute carrier organic anion transporter family member 2A1|SPU_011784|PGT,partially curated,n/a,n/a,n/a,"Metabolism,Metabolism_SecondaryMetabolites,Metabolism_SecondaryMetabolites"
NW-022145611.1:7647832-7650535,14.27,14.57,5.33,22.54,LOC579042,endoplasmic reticulum lectin 1,11889,2703,22.735301539237952,NW_022145611.1:7638758-7650647,ECB-GENEPAGE-23147188,LOC579042|LOC110979263,curated,n/a,n/a,n/a,n/a
NW-022145596.1:26240230-26242932,11.06,18.98,6.59,14.31,LOC591756,"39S ribosomal protein L22, mitochondrial",5364,1907,35.551826994780015,NW_022145596.1:26236773-26242137,ECB-GENEPAGE-23047968,SPU_007057|Sp-Mrpl22|mitochondrial ribosomal protein L22,partially curated,n/a,"GO:0003735,GO:0006412,GO:0015934",KEGG:spu:591756,n/a
NW-022145605.1:12943730-12944067,26.14,30.65,15.74,20.59,LOC762514,uncharacterized LOC762514,135071,337,0.2494984119463097,NW_022145605.1:12918357-13053428,ECB-GENEPAGE-23107518,Sp-Egfib_2|SPU_025157|fibropellin Ib-2|Sp-Egfi_6|SPU_025156|fibropellin I-6|SPU_006220|SPU_018285,partially curated,n/a,n/a,n/a,"Adhesion,Adhesion_ECMFibropellin,Adhesion_ECMFibropellin|Adhesion,Adhesion_ECMFibropellin,Adhesion_ECMFibropellin"
NW-022145599.1:12599459-12602147,14.08,45.26,18.67,11.6,LOC115923738,insulin-like growth factor-binding protein complex acid labile subunit,2402,1238,51.54038301415487,NW_022145599.1:12598295-12600697,ECB-GENEPAGE-23066568,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145605.1:37430906-37431055,14.68,36.83,17.07,47.7,LOC762415,IgGFc-binding protein,136379,149,0.10925435734240609,NW_022145605.1:37350037-37486416,ECB-GENEPAGE-23113240,Sp-Vwd/Vwcp_1|SPU_027119|Sp-Vwd/Egf/Fn3_1|SPU_022706|Sp-TectaL_2|SPU_024758|alpha tectorin-like-2|Sp-Fn3f_48|SPU_022705,partially curated,n/a,n/a,n/a,"Adhesion,Adhesion_ReceptorIgFN3,Adhesion_ReceptorIgFN3"
NW-022145609.1:22513733-22513772,17.49,35.36,11.82,31.85,LOC580081,Wnt ligand secretion mediator,39047,39,0.09987963223807206,NW_022145609.1:22479686-22518733,ECB-GENEPAGE-23134761,LOC580081|SPU_023494|Sp-Gpr177|SPU_020476|G protein-coupled receptor 177|Wntless/Evenness interrupted (Wls/Evi)|putative NFkB activating protein 373|SPU_007860|SPU_018886|protein wntless homolog|LOC110985814,curated,n/a,n/a,n/a,n/a
NW-022145600.1:1148261-1148267,29.33,16.5,20.33,30.33,LOC593395,protein FAM160B1,26644,6,0.02251914127007957,NW_022145600.1:1131647-1158291,ECB-GENEPAGE-23072285,"Sp-Fam160b1L| family with sequence similarity 160, member B1-like|SPU_004919|SPU_007828|family with sequence similarity 160|LOC110977044",partially curated,n/a,n/a,n/a,n/a
NW-022145596.1:30153073-30153120,62.85,50.64,21.04,73.0,LOC764891,missing,56919,47,0.08257348161422372,NW_022145596.1:30112674-30169593,ECB-GENEPAGE-23048782,SPU_023370|Sp-Frmpd4|SPU_011624|FERM and PDZ domain containing 4|LOC110975887,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:10442198-10444846,19.67,38.72,11.54,19.94,LOC575015,metabolism of cobalamin associated C,4944,409,8.272653721682847,NW_022145609.1:10444437-10449381,ECB-GENEPAGE-23132590,LOC575015|SPU_004563|methylmalonic aciduria and homocystinuria type C protein homolog|LOC110989375,curated,n/a,n/a,n/a,n/a
NW-022145609.1:10439908-10440137,45.46,49.89,17.25,43.43,LOC575075,phosphoglucomutase-1,8764,229,2.6129621177544498,NW_022145609.1:10433845-10442609,ECB-GENEPAGE-23132582,SPU_001960|SPU_011425|LOC110989373,partially curated,n/a,n/a,n/a,n/a
NW-022145609.1:7192821-7194009,33.77,36.25,10.98,23.41,LOC587610,alpha-amylase,5983,1188,19.856259401637974,NW_022145609.1:7189966-7195949,ECB-GENEPAGE-23131774,Sp-Amy2-2|SPU_022364|amylase 2|pancreatic-2,partially curated,n/a,n/a,n/a,"Metabolism,Metabolism_Carbohydrate,Metabolism_Carbohydrate"
NW-022145613.1:16259169-16261790,15.95,26.59,7.49,15.72,LOC583324,WD repeat domain 48,20597,165,0.8010875370199544,NW_022145613.1:16261625-16282222,ECB-GENEPAGE-23175929,LOC583324|Sp-Wdr48|SPU_008710|WD repeat domain 48|SPU_018283|WD repeat-containing protein 48|LOC110975363,curated,n/a,n/a,n/a,n/a
NW-022145605.1:14683502-14683531,59.45,91.55,13.62,70.72,LOC583328,eukaryotic translation initiation factor 4H,9619,29,0.30148664102297534,NW_022145605.1:14677736-14687355,ECB-GENEPAGE-23107945,LOC583328|Sp-Wbscr1L|SPU_008411|eukaryotic translation initiation factor 4H isoform 1|glycine-rich RNA-binding protein 8,curated,n/a,n/a,n/a,"TranslationFactor,TranslationFactor,TranslationFactor"
NW-022145603.1:20340558-20340617,39.14,30.58,18.39,30.32,LOC100888868,uncharacterized LOC100888868,17562,59,0.3359526249857647,NW_022145603.1:20339631-20357193,ECB-GENEPAGE-23095301,n/a,partially curated,n/a,n/a,n/a,n/a
NW-022145611.1:441871-442186,20.04,40.69,15.41,42.45,LOC754884,nesprin-1,127407,315,0.24723916268336904,NW_022145611.1:369013-496420,ECB-GENEPAGE-23145665,"Sp-Syne1L|Sp-Syne1L_3| spectrin repeat containing, nuclear envelope 1-like-3 |spectrin repeat containing, nuclear envelope 1-like|SPU_015521|SPU_001426|SPU_001427|SPU_006984|SPU_001267",partially curated,n/a,n/a,n/a,n/a
NW-022145612.1:5118160-5119788,56.1,63.92,18.18,73.58,LOC100892099,uncharacterized LOC100892099,8714,1628,18.682579756713334,NW_022145612.1:5117825-5126539,ECB-GENEPAGE-23157472,Sp-Hypp_1175|SPU_026354|hypothetical protein-1175,partially curated,n/a,n/a,n/a,n/a
NW-022145611.1:26693286-26693410,19.06,17.0,31.41,39.53,LOC593365,circularly permutated Ras protein 1,21966,124,0.5645087863061095,NW_022145611.1:26686243-26708209,ECB-GENEPAGE-23151645,Sp-Loc201475|SPU_005782|Similar to Human LOC201475|LOC110987138,partially curated,n/a,n/a,n/a,"GTPase,GTPase_Ras,GTPase_Ras_Rab"
NW-022145611.1:29947720-29947825,19.9,33.5,15.22,22.02,LOC581447,delta(14)-sterol reductase TM7SF2,19036,105,0.5515864677453247,NW_022145611.1:29944036-29963072,ECB-GENEPAGE-23152390,LOC110974280,partially curated,n/a,"GO:0003677,GO:0005637,GO:0005789,GO:0006695,GO:0050613",n/a,n/a
NW-022145605.1:24363377-24363403,26.23,46.12,13.81,66.73,LOC764728,HNF1 homeobox A,21512,26,0.12086277426552622,NW_022145605.1:24353729-24375241,ECB-GENEPAGE-23110328,Sp-Hnf1aL|hepatocyte nuclear factor 1-like|Sp-Hnf1_1|Hnf1a/b|hepatocyte nuclear factor 1| HNF1 homeobox |Sp-Hnf1|HNF1 homeobox A-like|transcription factor 1-like|LOC764728|SPU_008196|SPU_010305|LOC110984868,partially curated,n/a,n/a,n/a,"TF,TF_Homeo,TF_Homeo|TF,TF_Homeo,TF_Homeo"
