ECB-GENEPAGE-23009062	ECB-GENE-23009063	LOC105443448	KEGG:spu:105443448
ECB-GENEPAGE-23135112	ECB-GENE-23135113	LOC105441109	KEGG:spu:105441109
ECB-GENEPAGE-23135123	ECB-GENE-23135124	LOC105439400	KEGG:spu:105439400
ECB-GENEPAGE-23135473	ECB-GENE-23135474	LOC575957	KEGG:spu:575957
ECB-GENEPAGE-23135533	ECB-GENE-23135534	LOC578541	KEGG:spu:578541
ECB-GENEPAGE-23135751	ECB-GENE-23135752	klf2	KEGG:spu:576170
ECB-GENEPAGE-23135847	ECB-GENE-23135848	LOC105439507	KEGG:spu:105439507
ECB-GENEPAGE-23135989	ECB-GENE-23135990	sia2	KEGG:spu:582765
ECB-GENEPAGE-23136031	ECB-GENE-23136032	LOC752200	KEGG:spu:752200
ECB-GENEPAGE-23136069	ECB-GENE-23136070	npr2	KEGG:spu:373321
ECB-GENEPAGE-23136214	ECB-GENE-23136215	ssap	KEGG:spu:373473
ECB-GENEPAGE-23136225	ECB-GENE-23136226	nfil3l	KEGG:spu:100890317
ECB-GENEPAGE-23136231	ECB-GENE-23136232	LOC757252	KEGG:spu:757252
ECB-GENEPAGE-23136236	ECB-GENE-23136237	LOC589553	KEGG:spu:589553
ECB-GENEPAGE-23136349	ECB-GENE-23136350	LOC764204	KEGG:spu:764204
ECB-GENEPAGE-23136404	ECB-GENE-23136405	LOC575526	KEGG:spu:575526
ECB-GENEPAGE-23136586	ECB-GENE-23136587	LOC588539	KEGG:spu:588539
ECB-GENEPAGE-23136770	ECB-GENE-23136771	as3mt	KEGG:spu:579047
ECB-GENEPAGE-23136858	ECB-GENE-23136859	armc7	KEGG:spu:591565
ECB-GENEPAGE-23136903	ECB-GENE-23136904	LOC588965	KEGG:spu:588965
ECB-GENEPAGE-23136909	ECB-GENE-23136910	LOC588988	KEGG:spu:588988
ECB-GENEPAGE-23136945	ECB-GENE-23136946	LOC582000	KEGG:spu:582000
ECB-GENEPAGE-23136966	ECB-GENE-23136967	LOC577900	KEGG:spu:577900
ECB-GENEPAGE-23136979	ECB-GENE-23136980	LOC590650	KEGG:spu:590650
ECB-GENEPAGE-23137051	ECB-GENE-23137052	LOC584267	KEGG:spu:584267
ECB-GENEPAGE-23137267	ECB-GENE-23137268	LOC594682	KEGG:spu:594682
ECB-GENEPAGE-23137444	ECB-GENE-23137445	LOC576872	KEGG:spu:576872
ECB-GENEPAGE-23137450	ECB-GENE-23137451	amas2	KEGG:spu:576933
ECB-GENEPAGE-23137457	ECB-GENE-23137458	amas4	KEGG:spu:579980
ECB-GENEPAGE-23137468	ECB-GENE-23137469	LOC579924	KEGG:spu:579924
ECB-GENEPAGE-23137702	ECB-GENE-23137703	ak3	KEGG:spu:583479
ECB-GENEPAGE-23137855	ECB-GENE-23137856	calret	KEGG:spu:373207
ECB-GENEPAGE-23137979	ECB-GENE-23137980	LOC100892768	KEGG:spu:100892768
ECB-GENEPAGE-23138021	ECB-GENE-23138022	LOC576802	KEGG:spu:576802
ECB-GENEPAGE-23138060	ECB-GENE-23138061	LOC100889735	KEGG:spu:100889735
ECB-GENEPAGE-23138098	ECB-GENE-23138099	LOC578453	KEGG:spu:578453
ECB-GENEPAGE-23138174	ECB-GENE-23138175	srcr12	KEGG:spu:373431
ECB-GENEPAGE-23138286	ECB-GENE-23138287	LOC763411	KEGG:spu:763411
ECB-GENEPAGE-23138340	ECB-GENE-23138341	LOC105446105	KEGG:spu:105446105
ECB-GENEPAGE-23138368	ECB-GENE-23138369	LOC100892542	KEGG:spu:100892542
ECB-GENEPAGE-23138380	ECB-GENE-23138381	LOC587891	KEGG:spu:587891
ECB-GENEPAGE-23138424	ECB-GENE-23138425	LOC105440441	KEGG:spu:105440441
ECB-GENEPAGE-23138445	ECB-GENE-23138446	LOC586909	KEGG:spu:586909
ECB-GENEPAGE-23138504	ECB-GENE-23138505	ebr1	KEGG:spu:577775
ECB-GENEPAGE-23138649	ECB-GENE-23138650	LOC105445345	KEGG:spu:105445345
ECB-GENEPAGE-23138747	ECB-GENE-23138748	LOC100893202	KEGG:spu:100893202
ECB-GENEPAGE-23139056	ECB-GENE-23139057	LOC588806	KEGG:spu:588806
ECB-GENEPAGE-23139084	ECB-GENE-23139085	LOC577038	KEGG:spu:577038
ECB-GENEPAGE-23139095	ECB-GENE-23139096	LOC588348	KEGG:spu:588348
ECB-GENEPAGE-23139163	ECB-GENE-23139164	LOC580013	KEGG:spu:580013
ECB-GENEPAGE-23139177	ECB-GENE-23139178	stxbp2	KEGG:spu:404196
ECB-GENEPAGE-23139190	ECB-GENE-23139191	LOC582465	KEGG:spu:582465
ECB-GENEPAGE-23139201	ECB-GENE-23139202	LOC753016	KEGG:spu:753016
ECB-GENEPAGE-23139212	ECB-GENE-23139213	LOC579911	KEGG:spu:579911
ECB-GENEPAGE-23139230	ECB-GENE-23139231	LOC579788	KEGG:spu:579788
ECB-GENEPAGE-23139280	ECB-GENE-23139281	c3	KEGG:spu:373284
ECB-GENEPAGE-23139364	ECB-GENE-23139365	LOC373432	KEGG:spu:373432
ECB-GENEPAGE-23139551	ECB-GENE-23139552	LOC574872	KEGG:spu:574872
ECB-GENEPAGE-23139597	ECB-GENE-23139598	LOC752766	KEGG:spu:752766
ECB-GENEPAGE-23139678	ECB-GENE-23139679	slc16a14.10	KEGG:spu:591649
ECB-GENEPAGE-23139684	ECB-GENE-23139685	LOC105439658	KEGG:spu:105439658
ECB-GENEPAGE-23139692	ECB-GENE-23139693	LOC373365	KEGG:spu:373365
ECB-GENEPAGE-23139721	ECB-GENE-23139722	LOC752803	KEGG:spu:752803
ECB-GENEPAGE-23139769	ECB-GENE-23139770	LOC100893409	KEGG:spu:100893409
ECB-GENEPAGE-23139778	ECB-GENE-23139779	LOC100893547	KEGG:spu:100893547
ECB-GENEPAGE-23139782	ECB-GENE-23139783	LOC100893328	KEGG:spu:100893328
ECB-GENEPAGE-23139818	ECB-GENE-23139819	LOC105445643	KEGG:spu:105445643
ECB-GENEPAGE-23139822	ECB-GENE-23139823	LOC105445642	KEGG:spu:105445642
ECB-GENEPAGE-23139852	ECB-GENE-23139853	LOC584866	KEGG:spu:584866
ECB-GENEPAGE-23139858	ECB-GENE-23139859	LOC580001	KEGG:spu:580001
ECB-GENEPAGE-23139864	ECB-GENE-23139865	ptges2	KEGG:spu:584887
ECB-GENEPAGE-23139960	ECB-GENE-23139961	pigk	KEGG:spu:580065
ECB-GENEPAGE-23139966	ECB-GENE-23139967	LOC580003	KEGG:spu:580003
ECB-GENEPAGE-23140193	ECB-GENE-23140194	myp	KEGG:spu:373376
ECB-GENEPAGE-23140212	ECB-GENE-23140213	LOC575169	KEGG:spu:575169
ECB-GENEPAGE-23140238	ECB-GENE-23140239	scfd2	KEGG:spu:578232
ECB-GENEPAGE-23140244	ECB-GENE-23140245	LOC578308	KEGG:spu:578308
ECB-GENEPAGE-23140250	ECB-GENE-23140251	LOC578501	KEGG:spu:578501
ECB-GENEPAGE-23140313	ECB-GENE-23140314	LOC590940	KEGG:spu:590940
ECB-GENEPAGE-23140334	ECB-GENE-23140335	LOC583004	KEGG:spu:583004
ECB-GENEPAGE-23140428	ECB-GENE-23140429	slc31a1	KEGG:spu:593695
ECB-GENEPAGE-23140434	ECB-GENE-23140435	cdk9	KEGG:spu:593706
ECB-GENEPAGE-23140524	ECB-GENE-23140525	LOC752029	KEGG:spu:752029
ECB-GENEPAGE-23140835	ECB-GENE-23140836	LOC586453	KEGG:spu:586453
ECB-GENEPAGE-23140854	ECB-GENE-23140855	LOC593023	KEGG:spu:593023
ECB-GENEPAGE-23140997	ECB-GENE-23140998	DD104	KEGG:spu:373216
ECB-GENEPAGE-23141062	ECB-GENE-23141063	LOC100889773	KEGG:spu:100889773
ECB-GENEPAGE-23141138	ECB-GENE-23141139	cxorf56	KEGG:spu:577315
ECB-GENEPAGE-23141148	ECB-GENE-23141149	LOC592014	KEGG:spu:592014
ECB-GENEPAGE-23141239	ECB-GENE-23141240	LOC579861	KEGG:spu:579861
ECB-GENEPAGE-23141316	ECB-GENE-23141317	LOC587298	KEGG:spu:587298
ECB-GENEPAGE-23141352	ECB-GENE-23141353	LOC585922	KEGG:spu:585922
ECB-GENEPAGE-23141628	ECB-GENE-23141629	LOC583764	KEGG:spu:583764
ECB-GENEPAGE-23141641	ECB-GENE-23141642	LOC100892049	KEGG:spu:100892049
ECB-GENEPAGE-23141842	ECB-GENE-23141843	LOC100891191	KEGG:spu:100891191
ECB-GENEPAGE-23141961	ECB-GENE-23141962	st8sia9	KEGG:spu:100144874
ECB-GENEPAGE-23142412	ECB-GENE-23142413	LOC593864	KEGG:spu:593864
ECB-GENEPAGE-23142602	ECB-GENE-23142603	LOC578557	KEGG:spu:578557
ECB-GENEPAGE-23142628	ECB-GENE-23142629	LOC575438	KEGG:spu:575438
ECB-GENEPAGE-23142695	ECB-GENE-23142696	prrx1	KEGG:spu:582334
ECB-GENEPAGE-23142934	ECB-GENE-23142935	LOC583077	KEGG:spu:583077
ECB-GENEPAGE-23142954	ECB-GENE-23142955	gpsm1	KEGG:spu:593595
ECB-GENEPAGE-23143092	ECB-GENE-23143093	LOC100888210	KEGG:spu:100888210
ECB-GENEPAGE-23143259	ECB-GENE-23143260	LOC753409	KEGG:spu:753409
ECB-GENEPAGE-23143325	ECB-GENE-23143326	LOC105444262	KEGG:spu:105444262
ECB-GENEPAGE-23143410	ECB-GENE-23143411	kap115	KEGG:spu:373539
ECB-GENEPAGE-23143421	ECB-GENE-23143422	LOC115917875	KEGG:spu:115917875,KEGG:spu:373190,KEGG:spu:373192
ECB-GENEPAGE-23143428	ECB-GENE-23143429	potej	KEGG:spu:115917875,KEGG:spu:373190,KEGG:spu:373192
ECB-GENEPAGE-23143508	ECB-GENE-23143509	LOC574693	KEGG:spu:574693
ECB-GENEPAGE-23143544	ECB-GENE-23143545	LOC373192	KEGG:spu:115917875,KEGG:spu:373190,KEGG:spu:373192
ECB-GENEPAGE-23143552	ECB-GENE-23143553	LOC752782	KEGG:spu:752782
ECB-GENEPAGE-23143623	ECB-GENE-23143624	LOC753558	KEGG:spu:753558
ECB-GENEPAGE-23143653	ECB-GENE-23143654	LOC591809	KEGG:spu:591809
ECB-GENEPAGE-23143770	ECB-GENE-23143771	sec22b	KEGG:spu:590766
ECB-GENEPAGE-23143904	ECB-GENE-23143905	slc31a1	KEGG:spu:580143
ECB-GENEPAGE-23143970	ECB-GENE-23143971	LOC100887942	KEGG:spu:100887942
ECB-GENEPAGE-23144010	ECB-GENE-23144011	LOC755530	KEGG:spu:755530
ECB-GENEPAGE-23144113	ECB-GENE-23144114	fmo2l	KEGG:spu:589643
ECB-GENEPAGE-23144166	ECB-GENE-23144167	LOC585277	KEGG:spu:585277
ECB-GENEPAGE-23144196	ECB-GENE-23144197	LOC100892115	KEGG:spu:100892115
ECB-GENEPAGE-23144238	ECB-GENE-23144239	olfm1a	KEGG:spu:580528
ECB-GENEPAGE-23144505	ECB-GENE-23144506	LOC762933	KEGG:spu:762933
ECB-GENEPAGE-23144519	ECB-GENE-23144520	LOC105444885	KEGG:spu:105444885
ECB-GENEPAGE-23144619	ECB-GENE-23144620	slc16a9	KEGG:spu:593504
ECB-GENEPAGE-23144710	ECB-GENE-23144711	LOC576124	KEGG:spu:576124
ECB-GENEPAGE-23144775	ECB-GENE-23144776	LOC588945	KEGG:spu:588945
ECB-GENEPAGE-23144964	ECB-GENE-23144965	LOC576997	KEGG:spu:576997
ECB-GENEPAGE-23145019	ECB-GENE-23145020	LOC575757	KEGG:spu:575757
ECB-GENEPAGE-23145169	ECB-GENE-23145170	LOC100892201	KEGG:spu:100892201
ECB-GENEPAGE-23145173	ECB-GENE-23145174	nr6a1b	KEGG:spu:574072
ECB-GENEPAGE-23145275	ECB-GENE-23145276	LOC576395	KEGG:spu:576395
ECB-GENEPAGE-23145280	ECB-GENE-23145281	LOC105444453	KEGG:spu:105444453
ECB-GENEPAGE-23145308	ECB-GENE-23145309	gfi1	KEGG:spu:589099
ECB-GENEPAGE-23145341	ECB-GENE-23145342	LOC100888222	KEGG:spu:100888222
ECB-GENEPAGE-23145403	ECB-GENE-23145404	isca1	KEGG:spu:594382
ECB-GENEPAGE-23145409	ECB-GENE-23145410	dr1	KEGG:spu:594380
ECB-GENEPAGE-23145511	ECB-GENE-23145512	LOC100892833	KEGG:spu:100892833
ECB-GENEPAGE-23145565	ECB-GENE-23145566	LOC100892475	KEGG:spu:100892475
ECB-GENEPAGE-23145571	ECB-GENE-23145572	hsd17b7	KEGG:spu:588363
ECB-GENEPAGE-23145596	ECB-GENE-23145597	LOC586858	KEGG:spu:586858
ECB-GENEPAGE-23145721	ECB-GENE-23145722	zfp36l1	KEGG:spu:577494
ECB-GENEPAGE-23145884	ECB-GENE-23145885	LOC574812	KEGG:spu:574812
ECB-GENEPAGE-23146228	ECB-GENE-23146229	tbcb	KEGG:spu:575442
ECB-GENEPAGE-23146287	ECB-GENE-23146288	LOC585065	KEGG:spu:585065
ECB-GENEPAGE-23146341	ECB-GENE-23146342	vsx2	KEGG:spu:575706
ECB-GENEPAGE-23146354	ECB-GENE-23146355	LOC576330	KEGG:spu:576330
ECB-GENEPAGE-23146447	ECB-GENE-23146448	LOC586275	KEGG:spu:586275
ECB-GENEPAGE-23146480	ECB-GENE-23146481	dcaf5	KEGG:spu:592919
ECB-GENEPAGE-23146519	ECB-GENE-23146520	LOC580838	KEGG:spu:580838
ECB-GENEPAGE-23146555	ECB-GENE-23146556	ahsa1	KEGG:spu:575643
ECB-GENEPAGE-23146613	ECB-GENE-23146614	LOC574562	KEGG:spu:574562
ECB-GENEPAGE-23146671	ECB-GENE-23146672	LOC575840	KEGG:spu:575840
ECB-GENEPAGE-23146683	ECB-GENE-23146684	snap25	KEGG:spu:373401
ECB-GENEPAGE-23146870	ECB-GENE-23146871	eef1g	KEGG:spu:574070
ECB-GENEPAGE-23146913	ECB-GENE-23146914	LOC593983	KEGG:spu:593983
ECB-GENEPAGE-23146985	ECB-GENE-23146986	dusp10	KEGG:spu:584461
ECB-GENEPAGE-23147015	ECB-GENE-23147016	LOC591992	KEGG:spu:591992
ECB-GENEPAGE-23147103	ECB-GENE-23147104	LOC591158	KEGG:spu:591158
ECB-GENEPAGE-23147288	ECB-GENE-23147289	LOC590949	KEGG:spu:590949
ECB-GENEPAGE-23147363	ECB-GENE-23147364	LOC105437095	KEGG:spu:105437095
ECB-GENEPAGE-23147374	ECB-GENE-23147375	glrx5	KEGG:spu:578887
ECB-GENEPAGE-23147380	ECB-GENE-23147381	LOC579385	KEGG:spu:579385
ECB-GENEPAGE-23147395	ECB-GENE-23147396	bst1	KEGG:spu:576085
ECB-GENEPAGE-23147497	ECB-GENE-23147498	trmt6	KEGG:spu:578228
ECB-GENEPAGE-23147503	ECB-GENE-23147504	LOC100888402	KEGG:spu:100888402
ECB-GENEPAGE-23147509	ECB-GENE-23147510	LOC576175	KEGG:spu:576175
ECB-GENEPAGE-23147627	ECB-GENE-23147628	lamtor3l	KEGG:spu:763303
ECB-GENEPAGE-23147667	ECB-GENE-23147668	polr2g	KEGG:spu:752151
ECB-GENEPAGE-23147730	ECB-GENE-23147731	LOC584497	KEGG:spu:584497
ECB-GENEPAGE-23147771	ECB-GENE-23147772	LOC576237	KEGG:spu:576237
ECB-GENEPAGE-23147835	ECB-GENE-23147836	LOC105439116	KEGG:spu:105439116
ECB-GENEPAGE-23147884	ECB-GENE-23147885	LOC585870	KEGG:spu:585870
ECB-GENEPAGE-23147890	ECB-GENE-23147891	LOC591437	KEGG:spu:591437
ECB-GENEPAGE-23147906	ECB-GENE-23147907	LOC585042	KEGG:spu:585042
ECB-GENEPAGE-23147912	ECB-GENE-23147913	LOC105443934	KEGG:spu:105443934
ECB-GENEPAGE-23147985	ECB-GENE-23147986	brox	KEGG:spu:579056
ECB-GENEPAGE-23147994	ECB-GENE-23147995	LOC764485	KEGG:spu:764485
ECB-GENEPAGE-23148012	ECB-GENE-23148013	LOC100890408	KEGG:spu:100890408
ECB-GENEPAGE-23148025	ECB-GENE-23148026	LOC587592	KEGG:spu:587592
ECB-GENEPAGE-23148063	ECB-GENE-23148064	LOC593206	KEGG:spu:593206
ECB-GENEPAGE-23148115	ECB-GENE-23148116	rsph4a	KEGG:spu:373423
ECB-GENEPAGE-23148204	ECB-GENE-23148205	LOC756261	KEGG:spu:756261
ECB-GENEPAGE-23148210	ECB-GENE-23148211	LOC755333	KEGG:spu:755333
ECB-GENEPAGE-23148234	ECB-GENE-23148235	LOC581082	KEGG:spu:581082
ECB-GENEPAGE-23148268	ECB-GENE-23148269	LOC578009	KEGG:spu:578009
ECB-GENEPAGE-23148328	ECB-GENE-23148329	LOC580267	KEGG:spu:580267
ECB-GENEPAGE-23148339	ECB-GENE-23148340	LOC580082	KEGG:spu:580082
ECB-GENEPAGE-23148345	ECB-GENE-23148346	LOC100887920	KEGG:spu:100887920
ECB-GENEPAGE-23148514	ECB-GENE-23148515	LOC100891334	KEGG:spu:100891334
ECB-GENEPAGE-23148606	ECB-GENE-23148607	LOC580305	KEGG:spu:580305
ECB-GENEPAGE-23148644	ECB-GENE-23148645	LOC586103	KEGG:spu:586103
ECB-GENEPAGE-23148658	ECB-GENE-23148659	LOC586055	KEGG:spu:586055
ECB-GENEPAGE-23148664	ECB-GENE-23148665	LOC586029	KEGG:spu:586029
ECB-GENEPAGE-23148693	ECB-GENE-23148694	LOC100893998	KEGG:spu:100893998
ECB-GENEPAGE-23148827	ECB-GENE-23148828	LOC580241	KEGG:spu:580241
ECB-GENEPAGE-23148871	ECB-GENE-23148872	LOC580362	KEGG:spu:580362
ECB-GENEPAGE-23148896	ECB-GENE-23148897	LOC582060	KEGG:spu:582060
ECB-GENEPAGE-23148901	ECB-GENE-23148902	LOC577982	KEGG:spu:577982
ECB-GENEPAGE-23148907	ECB-GENE-23148908	LOC581961	KEGG:spu:581961
ECB-GENEPAGE-23148938	ECB-GENE-23148939	LOC581714	KEGG:spu:581714
ECB-GENEPAGE-23148954	ECB-GENE-23148955	LOC581604	KEGG:spu:581604
ECB-GENEPAGE-23149033	ECB-GENE-23149034	LOC576194	KEGG:spu:576194
ECB-GENEPAGE-23149048	ECB-GENE-23149049	LOC590181	KEGG:spu:590181
ECB-GENEPAGE-23149070	ECB-GENE-23149071	LOC581440	KEGG:spu:581440
ECB-GENEPAGE-23149074	ECB-GENE-23149075	LOC581384	KEGG:spu:581384
ECB-GENEPAGE-23149078	ECB-GENE-23149079	LOC581327	KEGG:spu:581327
ECB-GENEPAGE-23149143	ECB-GENE-23149144	lefty1	KEGG:spu:577374
ECB-GENEPAGE-23149189	ECB-GENE-23149190	LOC574850	KEGG:spu:574850
ECB-GENEPAGE-23149247	ECB-GENE-23149248	LOC373352	KEGG:spu:373352
ECB-GENEPAGE-23149255	ECB-GENE-23149256	LOC586394	KEGG:spu:586394
ECB-GENEPAGE-23149315	ECB-GENE-23149316	LOC578297	KEGG:spu:578297
ECB-GENEPAGE-23149483	ECB-GENE-23149484	cinp	KEGG:spu:577352
ECB-GENEPAGE-23149490	ECB-GENE-23149491	dglucy	KEGG:spu:577417
ECB-GENEPAGE-23149509	ECB-GENE-23149510	LOC577550	KEGG:spu:577550
ECB-GENEPAGE-23149604	ECB-GENE-23149605	LOC100888454	KEGG:spu:100888454
ECB-GENEPAGE-23149609	ECB-GENE-23149610	LOC579681	KEGG:spu:579681
ECB-GENEPAGE-23149626	ECB-GENE-23149627	LOC593738	KEGG:spu:593738
ECB-GENEPAGE-23149641	ECB-GENE-23149642	LOC579463	KEGG:spu:579463
ECB-GENEPAGE-23149681	ECB-GENE-23149682	nkx2-1	KEGG:spu:373506
ECB-GENEPAGE-23149701	ECB-GENE-23149702	nkx2-2	KEGG:spu:579092
ECB-GENEPAGE-23149735	ECB-GENE-23149736	LOC587578	KEGG:spu:587578
ECB-GENEPAGE-23149769	ECB-GENE-23149770	psmc1	KEGG:spu:591581
ECB-GENEPAGE-23149784	ECB-GENE-23149785	LOC752039	KEGG:spu:752039
ECB-GENEPAGE-23149917	ECB-GENE-23149918	LOC586913	KEGG:spu:586913
ECB-GENEPAGE-23149940	ECB-GENE-23149941	LOC582971	KEGG:spu:582971
ECB-GENEPAGE-23149959	ECB-GENE-23149960	LOC100893605	KEGG:spu:100893605
ECB-GENEPAGE-23149965	ECB-GENE-23149966	mrpl11	KEGG:spu:580926
ECB-GENEPAGE-23150039	ECB-GENE-23150040	LOC576225	KEGG:spu:576225
ECB-GENEPAGE-23150045	ECB-GENE-23150046	prox1	KEGG:spu:576148
ECB-GENEPAGE-23150105	ECB-GENE-23150106	gscl	KEGG:spu:373244
ECB-GENEPAGE-23150258	ECB-GENE-23150259	spdya	KEGG:spu:577302
ECB-GENEPAGE-23150404	ECB-GENE-23150405	c1d	KEGG:spu:575510
ECB-GENEPAGE-23150456	ECB-GENE-23150457	LOC575231	KEGG:spu:575231
ECB-GENEPAGE-23150496	ECB-GENE-23150497	med6	KEGG:spu:582819
ECB-GENEPAGE-23150603	ECB-GENE-23150604	naa20	KEGG:spu:579405
ECB-GENEPAGE-23150632	ECB-GENE-23150633	LOC591748	KEGG:spu:591748
ECB-GENEPAGE-23150639	ECB-GENE-23150640	babam2	KEGG:spu:591774
ECB-GENEPAGE-23150669	ECB-GENE-23150670	LOC578715	KEGG:spu:578715
ECB-GENEPAGE-23150709	ECB-GENE-23150710	LOC589774	KEGG:spu:589774
ECB-GENEPAGE-23150716	ECB-GENE-23150717	LOC589800	KEGG:spu:589800
ECB-GENEPAGE-23150884	ECB-GENE-23150885	LOC580339	KEGG:spu:580339
ECB-GENEPAGE-23150936	ECB-GENE-23150937	LOC752601	KEGG:spu:752601
ECB-GENEPAGE-23150961	ECB-GENE-23150962	LOC754355	KEGG:spu:754355
ECB-GENEPAGE-23150978	ECB-GENE-23150979	nanp	KEGG:spu:582852
ECB-GENEPAGE-23151163	ECB-GENE-23151164	btbd7	KEGG:spu:578070
ECB-GENEPAGE-23151331	ECB-GENE-23151332	LOC578575	KEGG:spu:578575
ECB-GENEPAGE-23151346	ECB-GENE-23151347	LOC588285	KEGG:spu:588285
ECB-GENEPAGE-23151363	ECB-GENE-23151364	LOC105441431	KEGG:spu:105441431
ECB-GENEPAGE-23151424	ECB-GENE-23151425	LOC763326	KEGG:spu:763326
ECB-GENEPAGE-23151430	ECB-GENE-23151431	gpb5	KEGG:spu:100888943
ECB-GENEPAGE-23151440	ECB-GENE-23151441	gpa2	KEGG:spu:100889017
ECB-GENEPAGE-23151451	ECB-GENE-23151452	LOC593656	KEGG:spu:593656
ECB-GENEPAGE-23151571	ECB-GENE-23151572	ap5m1	KEGG:spu:577201
ECB-GENEPAGE-23151583	ECB-GENE-23151584	LOC575672	KEGG:spu:575672
ECB-GENEPAGE-23151639	ECB-GENE-23151640	LOC100892743	KEGG:spu:100892743
ECB-GENEPAGE-23151754	ECB-GENE-23151755	LOC373418	KEGG:spu:373418
ECB-GENEPAGE-23151774	ECB-GENE-23151775	LOC576323	KEGG:spu:576323
ECB-GENEPAGE-23151782	ECB-GENE-23151783	LOC576455	KEGG:spu:576455
ECB-GENEPAGE-23151796	ECB-GENE-23151797	LOC583181	KEGG:spu:583181
ECB-GENEPAGE-23151804	ECB-GENE-23151805	LOC585665	KEGG:spu:585665
ECB-GENEPAGE-23151870	ECB-GENE-23151871	LOC578635	KEGG:spu:578635
ECB-GENEPAGE-23151921	ECB-GENE-23151922	rej9	KEGG:spu:576647
ECB-GENEPAGE-23151942	ECB-GENE-23151943	six1	KEGG:spu:576117
ECB-GENEPAGE-23152024	ECB-GENE-23152025	LOC582450	KEGG:spu:582450
ECB-GENEPAGE-23152030	ECB-GENE-23152031	LOC585308	KEGG:spu:585308
ECB-GENEPAGE-23152090	ECB-GENE-23152091	ttc13	KEGG:spu:582740
ECB-GENEPAGE-23152138	ECB-GENE-23152139	cpped1	KEGG:spu:583499
ECB-GENEPAGE-23152144	ECB-GENE-23152145	LOC583482	KEGG:spu:583482
ECB-GENEPAGE-23152194	ECB-GENE-23152195	LOC588748	KEGG:spu:588748
ECB-GENEPAGE-23152207	ECB-GENE-23152208	LOC105447285	KEGG:spu:105447285
ECB-GENEPAGE-23152244	ECB-GENE-23152245	LOC578276	KEGG:spu:578276
ECB-GENEPAGE-23152261	ECB-GENE-23152262	sympk	KEGG:spu:578463
ECB-GENEPAGE-23152277	ECB-GENE-23152278	tpcn3	KEGG:spu:100233212
ECB-GENEPAGE-23152310	ECB-GENE-23152311	LOC578771	KEGG:spu:578771
ECB-GENEPAGE-23152348	ECB-GENE-23152349	LOC100891054	KEGG:spu:100891054
ECB-GENEPAGE-23152364	ECB-GENE-23152365	emap	KEGG:spu:373186
ECB-GENEPAGE-23152399	ECB-GENE-23152400	p160	KEGG:spu:378945
ECB-GENEPAGE-23152425	ECB-GENE-23152426	LOC582834	KEGG:spu:582834
ECB-GENEPAGE-23152441	ECB-GENE-23152442	tbp	KEGG:spu:373479
ECB-GENEPAGE-23152456	ECB-GENE-23152457	LOC590143	KEGG:spu:590143
ECB-GENEPAGE-23152461	ECB-GENE-23152462	LOC581037	KEGG:spu:581037
ECB-GENEPAGE-23152473	ECB-GENE-23152474	LOC580803	KEGG:spu:580803
ECB-GENEPAGE-23152521	ECB-GENE-23152522	LOC586665	KEGG:spu:586665
ECB-GENEPAGE-23152539	ECB-GENE-23152540	LOC581365	KEGG:spu:581365
ECB-GENEPAGE-23152545	ECB-GENE-23152546	ikzf1	KEGG:spu:100892885
ECB-GENEPAGE-23152583	ECB-GENE-23152584	LOC577885	KEGG:spu:577885
ECB-GENEPAGE-23152613	ECB-GENE-23152614	LOC586375	KEGG:spu:586375,KEGG:spu:586530
ECB-GENEPAGE-23152625	ECB-GENE-23152626	LOC582026	KEGG:spu:582026
ECB-GENEPAGE-23152668	ECB-GENE-23152669	LOC763814	KEGG:spu:763814
ECB-GENEPAGE-23152678	ECB-GENE-23152679	LOC100888129	KEGG:spu:100888129
ECB-GENEPAGE-23152684	ECB-GENE-23152685	LOC577633	KEGG:spu:577633
ECB-GENEPAGE-23152829	ECB-GENE-23152830	foxa1	KEGG:spu:578584
ECB-GENEPAGE-23152873	ECB-GENE-23152874	LOC577572	KEGG:spu:577572
ECB-GENEPAGE-23152943	ECB-GENE-23152944	bbof1	KEGG:spu:578125
ECB-GENEPAGE-23152981	ECB-GENE-23152982	LOC584006	KEGG:spu:584006
ECB-GENEPAGE-23153016	ECB-GENE-23153017	LOC593029	KEGG:spu:593029
ECB-GENEPAGE-23153029	ECB-GENE-23153030	LOC588384	KEGG:spu:588384
ECB-GENEPAGE-23153063	ECB-GENE-23153064	LOC581591	KEGG:spu:581591
ECB-GENEPAGE-23153069	ECB-GENE-23153070	LOC581639	KEGG:spu:581639
ECB-GENEPAGE-23153084	ECB-GENE-23153085	LOC576801	KEGG:spu:576801
ECB-GENEPAGE-23153138	ECB-GENE-23153139	rhou	KEGG:spu:582962
ECB-GENEPAGE-23153168	ECB-GENE-23153169	Not	KEGG:spu:373359
ECB-GENEPAGE-23153291	ECB-GENE-23153292	LOC580885	KEGG:spu:580885
ECB-GENEPAGE-23153323	ECB-GENE-23153324	LOC590262	KEGG:spu:590262
ECB-GENEPAGE-23153327	ECB-GENE-23153328	mdh1	KEGG:spu:591635
ECB-GENEPAGE-23153356	ECB-GENE-23153357	ap4m1	KEGG:spu:576985
ECB-GENEPAGE-23153362	ECB-GENE-23153363	LOC577047	KEGG:spu:577047
ECB-GENEPAGE-23153370	ECB-GENE-23153371	LOC756179	KEGG:spu:756179
ECB-GENEPAGE-23153382	ECB-GENE-23153383	LOC577167	KEGG:spu:577167
